,player,expected win
905,271,4.816566518770437e-16
906,574,5.2550224820112e-16
907,69,5.300951766926476e-16
908,83,5.616186862403543e-16
909,898,5.750707202048381e-16
910,295,7.276501262012146e-16
911,442,7.440561240856716e-16
912,339,8.003089753445996e-16
913,344,8.844257331498776e-16
914,320,9.03621583187402e-16
915,355,9.462484180358405e-16
916,334,9.752895101842566e-16
917,942,1.0179848309919363e-15
918,46,1.038290628061055e-15
919,661,1.5550686325213981e-15
920,64,1.7758655144950705e-15
921,824,1.7890726243557093e-15
922,717,2.0837064796826605e-15
923,988,2.1288139758437207e-15
924,582,2.2254861780354903e-15
925,34,2.245970673202379e-15
926,372,2.581778599760885e-15
927,526,2.81266207569324e-15
928,680,3.2997099509940284e-15
929,96,3.631326931058767e-15
930,39,3.6885178906056714e-15
931,998,4.2057761922367506e-15
932,113,4.618021192379272e-15
933,54,4.993350538392716e-15
934,345,7.0844000705291e-15
935,74,8.045158454898681e-15
936,180,1.0980168327340826e-14
937,958,1.2529243808275607e-14
938,81,1.2837868797056057e-14
939,201,1.76535097327915e-14
940,349,2.2710094516826117e-14
941,730,2.4135473492333212e-14
942,785,2.7678514396470006e-14
943,137,2.8368163950121422e-14
944,905,3.154257384925802e-14
945,325,3.7374791622321e-14
946,938,5.2565334914098144e-14
947,144,5.68604249215949e-14
948,649,6.837693444160154e-14
949,329,7.693392801832205e-14
950,108,7.810640422252713e-14
951,13,8.220752109372554e-14
952,555,8.269171727009774e-14
953,687,1.1391306856341516e-13
954,287,1.1971670452589465e-13
955,842,1.300953010975893e-13
956,631,1.6670434641591281e-13
957,648,1.8152360517504942e-13
958,190,1.9187024444258103e-13
959,102,2.1756654622779438e-13
960,877,2.3744542671168725e-13
961,228,2.723122197826689e-13
962,89,2.761639916614616e-13
963,486,2.8678267448965697e-13
964,269,2.9426659951280796e-13
965,15,2.983497743612876e-13
966,580,4.3545480672192514e-13
967,725,4.834799408772353e-13
968,828,5.20238352132726e-13
969,90,5.397188467639354e-13
970,236,5.681046965338131e-13
971,439,8.230349511100114e-13
972,608,8.812576442050775e-13
973,790,9.170837843830287e-13
974,25,1.101854068110858e-12
975,744,1.145447762545597e-12
976,197,1.2497025456739107e-12
977,524,1.3585435186045479e-12
978,264,1.6484894984870124e-12
979,380,1.7263913830969463e-12
980,410,1.859458748274914e-12
981,361,1.945282976250905e-12
982,888,1.96380661035915e-12
983,464,2.2662123391847876e-12
984,235,3.0746864235651894e-12
985,268,7.672398671643699e-12
986,864,8.700239706618641e-12
987,5,8.915657751446685e-12
988,760,1.4478453762564989e-11
989,735,2.288488084390861e-11
990,138,2.446638938896348e-11
991,129,7.382014945726027e-11
992,971,8.652286839950509e-11
993,461,1.1243327044264985e-10
994,359,1.2693180929741928e-10
995,202,1.4702787417467993e-10
996,791,4.2049013385823965e-10
997,340,5.66363266333949e-10
998,521,6.650473173134794e-10
999,660,7.348722744048436e-10
